id,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
16197,2,6,3,4,3,6,6,8,5,6,7,7,2,9,6,10,B
16198,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,I
16199,2,4,3,3,1,5,4,4,7,2,2,5,1,7,1,6,L
16200,5,8,6,7,7,7,9,5,2,7,7,8,6,11,7,8,G
16201,6,12,5,7,4,5,6,3,6,12,8,12,3,7,7,8,L
16202,3,4,5,3,3,10,6,3,4,9,4,7,6,5,1,8,M
16203,2,4,2,3,2,7,7,5,6,7,6,8,2,8,5,11,E
16204,6,9,8,7,6,6,9,2,9,11,8,7,3,11,7,7,Z
16205,2,10,2,8,3,7,7,0,7,7,6,8,0,8,3,8,I
16206,1,0,2,1,0,7,4,2,0,7,2,8,2,7,1,8,A
16207,4,9,6,7,5,8,8,6,6,8,5,7,3,8,6,10,R
16208,5,8,7,10,7,11,5,5,4,9,3,8,3,6,6,9,Z
16209,3,5,5,6,4,8,8,4,4,7,6,8,3,7,8,8,I
16210,2,6,2,4,1,7,6,12,4,7,13,8,3,9,0,8,U
16211,7,13,8,7,4,7,8,2,8,11,6,8,4,8,4,7,X
16212,10,10,10,8,7,6,10,5,3,8,6,6,10,12,4,4,W
16213,3,4,4,3,2,4,10,1,7,10,10,6,2,10,3,3,Y
16214,6,7,7,5,4,3,8,5,7,10,9,10,3,9,2,5,U
16215,1,0,1,1,0,8,7,6,3,6,6,9,2,8,2,8,Q
16216,4,6,5,5,4,8,5,5,6,6,7,8,3,8,6,9,L
16217,6,10,9,8,10,8,8,7,3,8,5,6,5,8,7,11,R
16218,5,6,8,4,4,5,7,3,5,10,10,10,8,5,2,7,M
16219,4,5,5,7,1,7,7,5,4,7,6,8,3,8,4,8,X
16220,5,9,6,7,6,5,6,5,7,6,6,13,5,7,8,9,K
16221,2,6,3,4,2,7,7,7,6,6,6,8,2,7,6,11,G
16222,4,10,6,8,3,7,10,1,7,7,12,8,1,11,2,8,Y
16223,2,8,4,5,2,7,6,3,1,6,0,8,2,7,2,7,A
16224,5,11,5,8,4,1,12,4,4,11,10,8,0,8,2,6,F
16225,2,7,4,5,2,8,3,2,2,7,1,8,2,6,2,7,A
16226,4,10,6,7,6,10,8,3,4,8,3,6,4,8,7,7,J
16227,6,6,9,6,9,9,8,5,4,7,6,7,11,9,6,3,M
16228,3,8,5,6,3,7,7,0,7,13,6,8,0,8,1,8,I
16229,4,8,6,6,5,9,5,7,5,6,9,7,3,9,9,4,Y
16230,2,4,4,3,2,6,9,2,4,10,7,7,5,8,1,8,N
16231,3,2,4,3,3,5,10,2,2,8,9,9,6,11,0,8,W
16232,2,6,4,4,2,9,4,1,7,10,3,10,0,7,2,10,L
16233,6,9,8,7,5,4,9,6,7,7,10,11,3,9,1,8,U
16234,4,5,5,8,7,9,7,5,0,6,6,10,7,10,4,9,Q
16235,2,4,2,3,1,6,8,6,7,8,8,13,1,10,3,10,C
16236,4,8,6,6,4,8,4,1,6,9,2,9,1,6,3,9,L
16237,2,4,4,3,2,10,2,2,2,9,2,9,2,6,2,8,A
16238,6,9,6,4,3,6,6,4,4,9,9,6,4,10,3,5,Y
16239,2,3,2,2,1,6,8,6,7,8,7,12,1,9,3,10,C
16240,4,6,5,9,8,8,9,4,0,8,7,6,5,10,5,7,P
16241,9,13,9,7,5,6,8,2,10,12,8,8,4,4,8,4,Z
16242,5,8,7,6,3,9,4,3,6,6,7,4,1,10,4,7,I
16243,5,11,6,8,8,8,4,4,3,7,5,11,6,8,6,13,G
16244,5,10,4,5,3,8,5,5,3,9,9,11,4,9,7,11,C
16245,3,5,5,3,3,5,7,2,7,10,9,11,3,8,3,7,K
16246,2,3,3,4,2,7,9,4,1,7,8,10,2,9,4,8,Q
16247,4,9,4,6,2,1,13,5,4,12,11,7,0,8,2,6,F
16248,4,7,6,5,8,11,7,3,4,8,4,7,5,5,2,6,M
16249,3,2,4,3,2,7,7,6,7,6,6,5,2,8,3,7,D
16250,4,7,6,5,6,8,9,4,4,9,5,7,4,9,10,9,S
16251,5,9,6,5,3,10,3,4,6,12,4,10,3,8,7,10,Z
16252,4,7,4,5,2,6,7,10,9,7,7,6,3,8,4,8,D
16253,5,6,6,6,6,7,7,4,3,7,5,7,6,9,5,5,N
16254,2,3,2,2,2,8,7,6,5,7,7,8,2,9,8,8,S
16255,3,8,5,6,6,7,7,3,5,6,7,10,6,11,6,6,L
16256,2,4,3,3,3,8,6,6,4,6,7,6,6,6,2,6,M
16257,1,6,0,4,0,7,7,5,3,7,6,8,0,8,0,8,I
16258,1,0,1,0,1,8,6,8,0,6,8,8,5,7,0,8,M
16259,5,9,7,6,4,6,9,3,10,11,9,5,2,8,6,5,Z
16260,3,4,6,3,3,7,6,3,4,9,7,8,7,5,1,8,M
16261,4,4,5,3,3,6,6,6,5,7,7,10,7,6,2,8,M
16262,1,1,2,2,1,7,7,11,1,5,6,8,4,8,0,8,N
16263,5,11,7,8,6,7,9,3,6,12,7,6,3,9,2,7,F
16264,5,7,7,5,4,7,9,2,4,10,5,6,5,9,1,7,N
16265,3,1,4,2,2,5,10,4,4,10,8,4,1,10,3,7,P
16266,7,11,7,8,5,4,8,5,8,10,9,9,3,9,2,6,U
16267,1,4,2,2,1,9,6,3,5,12,5,9,1,7,1,7,J
16268,1,0,1,0,0,7,7,6,4,7,6,7,1,8,5,9,B
16269,7,12,7,7,4,12,1,4,1,11,4,12,5,4,4,11,A
16270,5,8,7,6,4,10,6,2,8,11,4,8,3,8,5,11,E
16271,6,7,8,6,6,6,7,5,6,4,3,6,3,8,5,6,D
16272,2,3,4,4,1,5,8,4,2,8,13,8,3,10,0,8,V
16273,5,11,5,8,3,7,7,15,2,4,6,8,6,8,0,8,N
16274,5,10,7,8,4,10,7,1,8,10,2,6,3,9,4,10,X
16275,1,4,1,2,1,7,7,1,7,7,6,8,0,8,2,8,I
16276,4,6,5,4,3,9,11,3,1,4,10,9,3,11,4,9,V
16277,3,4,5,3,3,8,7,3,5,10,5,7,2,8,4,9,B
16278,8,11,7,6,6,7,8,3,6,9,5,7,8,4,8,7,B
16279,9,13,8,7,4,5,9,4,6,3,4,11,6,10,2,7,N
16280,5,9,7,6,7,9,7,6,3,8,5,6,5,6,8,10,R
16281,6,8,7,6,4,9,6,4,8,11,4,8,2,8,5,11,S
16282,8,10,8,7,6,6,11,4,6,11,9,5,3,12,2,4,T
16283,5,10,6,7,6,5,10,3,6,10,10,6,2,10,3,6,F
16284,4,9,4,7,6,6,8,8,5,7,5,7,2,8,7,9,B
16285,1,0,1,1,0,3,11,4,3,11,9,7,0,8,2,8,F
16286,4,10,5,8,3,5,10,9,3,7,5,8,3,8,6,11,R
16287,6,10,6,7,5,5,11,3,7,11,10,5,2,12,2,4,T
16288,3,6,5,4,3,9,7,4,5,10,4,5,3,8,2,8,D
16289,5,9,6,6,4,3,9,5,7,10,10,9,3,9,2,6,U
16290,6,9,8,7,6,6,7,8,6,6,6,11,6,8,8,3,U
16291,5,6,6,4,3,7,6,2,7,7,6,9,0,9,4,8,I
16292,6,8,6,6,3,5,14,5,6,12,9,2,2,12,2,4,T
16293,5,9,5,4,3,12,4,3,5,10,3,7,3,9,4,12,Q
16294,1,0,1,0,0,6,8,6,3,7,5,7,2,7,3,10,R
16295,4,5,5,3,2,4,13,4,3,11,11,6,3,10,1,8,V
16296,2,8,3,6,2,9,6,3,6,12,4,9,1,6,2,6,J
16297,8,11,8,8,6,3,10,2,3,9,9,8,8,11,2,5,W
16298,1,5,2,3,1,7,7,0,7,13,6,8,0,8,0,8,I
16299,8,13,8,7,4,9,7,3,7,9,3,6,5,8,4,8,K
16300,3,4,4,6,4,11,5,2,2,8,5,9,3,8,5,11,H
16301,4,2,5,4,3,7,8,5,6,7,6,5,6,9,2,6,N
16302,3,5,5,7,1,7,10,1,3,7,12,8,1,11,0,8,Y
16303,5,11,6,9,3,7,7,15,2,4,6,8,6,8,0,8,N
16304,3,2,4,3,2,5,10,4,4,10,8,3,1,10,3,6,P
16305,5,11,5,6,3,9,9,4,3,12,5,4,4,11,5,6,P
16306,9,10,7,5,3,5,3,5,5,3,7,7,5,8,2,7,U
16307,2,7,3,5,2,7,7,3,12,8,6,8,0,8,7,8,Z
16308,3,4,4,3,1,5,13,3,6,11,9,4,1,11,1,5,T
16309,9,14,8,8,5,7,4,6,3,8,5,4,4,8,6,6,G
16310,2,3,2,4,1,0,1,5,6,0,0,6,0,8,0,8,L
16311,5,10,7,8,4,7,3,1,9,9,2,11,0,7,3,9,L
16312,5,8,7,6,7,7,8,4,7,8,6,9,5,8,5,6,T
16313,2,4,3,6,2,7,7,3,13,10,6,8,0,8,8,8,Z
16314,4,9,4,4,3,9,8,4,3,11,5,5,4,11,5,7,P
16315,5,11,5,6,4,10,5,3,5,10,4,7,5,8,7,7,D
16316,3,6,4,4,3,7,7,12,1,7,6,8,5,9,0,8,N
16317,6,9,9,7,5,10,8,3,6,10,2,4,5,9,1,7,N
16318,5,10,6,7,3,5,9,7,8,6,8,14,1,7,4,9,C
16319,5,8,5,6,2,4,9,5,7,12,11,8,3,9,1,6,U
16320,2,2,3,3,2,7,6,6,5,6,6,10,2,9,4,9,G
16321,9,13,8,7,4,6,10,4,5,4,5,10,6,10,2,7,N
16322,5,10,7,7,4,9,7,6,8,11,5,5,3,8,4,8,D
16323,8,12,7,6,4,5,11,2,7,12,7,5,2,7,4,4,T
16324,6,10,7,7,5,5,7,6,5,9,8,11,2,8,4,10,G
16325,4,10,6,7,3,7,5,7,10,5,4,10,1,9,6,11,G
16326,8,15,7,8,4,8,2,3,2,8,5,12,5,4,5,5,A
16327,3,8,3,5,2,3,14,7,2,12,7,3,0,10,3,8,P
16328,2,2,3,3,2,6,7,4,5,7,6,7,5,7,3,8,R
16329,3,5,4,6,4,8,7,5,2,8,7,10,3,9,5,8,Q
16330,5,6,6,7,6,7,9,6,6,7,6,9,5,8,8,6,F
16331,6,12,6,6,4,9,4,3,4,12,7,11,3,10,5,11,L
16332,4,8,6,6,5,9,8,4,6,8,3,8,4,5,5,11,R
16333,4,4,4,6,2,4,7,8,1,7,6,11,3,8,2,11,K
16334,7,14,6,8,4,10,7,2,5,11,5,6,2,9,5,12,I
16335,4,7,6,5,3,4,8,5,1,7,9,8,8,9,0,8,W
16336,5,10,7,5,3,8,7,2,4,12,8,8,5,8,0,8,N
16337,1,2,1,3,1,7,7,1,8,7,6,8,0,8,3,8,I
16338,5,9,4,4,3,6,8,6,4,9,8,9,4,9,4,8,O
16339,3,8,5,6,5,7,7,4,6,7,6,5,3,8,3,7,D
16340,4,7,5,5,2,5,9,7,8,8,8,14,1,8,4,9,C
16341,2,5,4,4,3,8,7,5,6,9,5,5,3,8,4,8,D
16342,4,7,6,5,4,8,8,4,6,10,5,6,2,8,6,8,B
16343,2,5,4,4,3,8,7,3,5,10,5,7,2,8,4,10,B
16344,4,10,4,8,2,8,7,6,9,4,6,6,0,8,9,8,S
16345,5,9,6,7,3,7,7,15,2,4,6,8,6,8,0,8,N
16346,7,15,5,8,3,10,3,4,4,10,3,10,4,6,5,11,S
16347,2,4,3,6,1,12,2,9,4,13,6,13,1,6,0,8,J
16348,5,11,4,6,3,11,4,3,6,9,4,8,3,9,6,13,Q
16349,1,0,2,0,0,8,10,3,1,6,12,8,1,11,0,8,Y
16350,4,10,5,7,2,7,7,4,4,7,6,8,3,8,4,8,X
16351,5,9,4,4,3,7,8,4,3,8,6,7,3,10,9,7,G
16352,3,8,5,6,3,8,7,4,9,6,6,6,3,8,7,7,X
16353,6,10,8,8,5,8,7,8,7,7,6,9,4,8,4,9,C
16354,1,6,2,4,1,7,7,1,8,7,6,8,0,8,3,8,I
16355,5,9,7,7,5,8,6,2,9,12,5,8,1,7,6,8,Z
16356,3,8,5,6,4,6,9,3,6,9,8,5,4,10,4,7,P
16357,4,8,6,6,5,10,7,2,6,11,2,7,4,7,3,10,R
16358,2,2,3,3,2,7,7,7,6,6,6,4,2,8,3,7,D
16359,4,8,5,6,5,9,6,5,9,7,5,7,1,7,7,8,Z
16360,2,2,4,3,2,7,2,2,2,6,2,8,2,7,3,7,A
16361,7,9,10,6,5,4,10,3,4,10,9,9,7,7,2,7,N
16362,12,14,12,8,7,4,8,2,4,8,10,8,10,11,2,5,W
16363,3,3,4,2,1,7,8,6,8,8,10,7,3,9,1,8,U
16364,4,9,6,8,6,10,7,4,6,6,9,5,5,11,4,4,A
16365,4,8,5,6,3,5,8,8,8,8,8,14,1,9,4,9,C
16366,5,6,6,9,3,8,7,9,8,7,6,9,3,8,4,8,O
16367,1,3,2,2,1,7,4,1,6,8,3,10,0,7,1,9,L
16368,8,9,11,8,13,8,7,4,4,7,6,7,11,8,6,4,M
16369,4,8,5,6,3,4,9,5,6,9,8,9,3,9,2,6,U
16370,3,6,4,4,2,7,7,4,4,7,6,8,3,8,4,8,X
16371,4,7,6,9,7,8,10,4,1,8,6,6,4,10,9,5,H
16372,3,7,4,5,3,7,7,5,7,5,6,10,0,9,8,7,S
16373,2,3,3,2,2,7,7,3,8,6,6,8,2,8,5,8,X
16374,3,7,3,4,2,5,11,8,4,7,3,9,3,7,5,11,R
16375,1,5,1,4,1,7,7,1,7,7,6,9,0,8,3,8,I
16376,6,10,8,7,8,8,8,6,4,8,6,7,5,11,9,11,F
16377,5,9,6,10,6,8,11,6,2,5,8,12,3,11,7,6,Q
16378,3,5,4,6,3,8,7,7,2,5,7,10,3,8,6,9,Q
16379,6,8,9,12,14,8,5,6,1,6,6,9,10,10,8,14,Q
16380,4,7,6,5,6,9,6,4,6,9,5,6,2,8,6,9,B
16381,3,6,5,4,4,8,6,2,5,6,6,7,2,9,8,9,X
16382,5,10,5,8,4,3,11,2,3,9,11,8,3,10,1,7,V
16383,4,11,6,8,2,8,15,1,6,7,11,8,0,8,0,8,T
16384,3,9,5,7,5,8,8,3,7,8,7,7,1,9,10,9,Z
16385,1,0,2,0,1,7,8,6,4,7,6,7,1,8,6,8,B
16386,4,9,4,7,3,6,7,11,9,6,5,6,3,8,4,8,D
16387,4,10,4,7,3,6,7,11,9,6,5,6,3,8,4,8,D
16388,3,6,3,4,3,8,7,11,1,6,6,8,5,9,0,6,N
16389,6,10,6,8,6,7,6,13,2,7,8,8,3,9,0,8,H
16390,3,8,5,6,2,7,10,0,3,7,11,8,1,10,0,8,Y
16391,1,0,2,0,0,7,7,11,0,5,6,8,4,8,0,8,N
16392,9,10,9,7,9,4,10,2,3,9,8,8,8,11,2,6,W
16393,4,10,5,8,3,5,8,7,8,7,8,15,1,8,4,9,C
16394,5,6,6,8,3,8,7,6,9,4,6,8,0,8,9,8,S
16395,7,10,8,7,4,8,7,4,9,11,4,8,2,8,5,9,S
16396,4,7,6,5,3,9,8,5,1,7,8,8,8,9,0,8,W
16397,2,0,2,1,1,7,11,8,2,7,5,8,2,7,4,10,R
16398,7,9,5,5,2,7,9,6,7,12,7,8,1,8,6,9,C
16399,4,4,5,2,3,7,11,3,2,6,9,8,7,11,0,8,W
16400,3,8,3,6,2,2,12,4,3,12,10,6,0,8,2,7,F
16401,4,9,6,8,7,6,9,5,5,7,7,11,6,10,9,10,E
16402,6,15,4,8,3,11,5,4,5,12,2,7,3,8,5,10,I
16403,5,8,7,6,6,8,8,5,5,9,5,8,3,8,5,11,R
16404,3,7,5,5,2,6,3,2,8,7,2,10,0,7,2,8,L
16405,6,11,8,8,9,6,8,6,7,7,6,10,6,8,4,8,H
16406,2,4,3,2,2,6,8,2,7,11,7,9,2,8,4,8,E
16407,3,6,3,4,2,4,12,7,1,10,6,4,1,10,3,8,P
16408,2,7,2,4,1,1,12,4,5,12,11,8,0,8,2,6,F
16409,5,9,5,5,3,10,5,4,5,11,3,7,4,7,4,10,D
16410,1,4,2,3,1,7,8,0,7,13,6,8,0,8,1,7,I
16411,4,5,6,7,4,11,4,4,4,10,3,9,2,7,5,10,Z
16412,7,9,8,5,4,5,8,4,6,10,11,11,6,12,4,7,K
16413,3,5,5,4,2,7,4,1,8,8,2,10,0,7,2,8,L
16414,5,8,5,6,3,5,9,1,8,9,9,5,1,11,3,4,Y
16415,1,0,2,1,0,7,7,6,5,7,6,8,2,8,3,8,O
16416,2,4,4,3,2,7,2,2,1,6,2,8,2,7,3,6,A
16417,4,9,5,7,6,7,7,6,2,7,6,11,4,9,8,7,G
16418,4,6,6,4,5,8,8,5,4,7,6,7,7,6,6,11,K
16419,3,5,5,4,3,9,6,4,7,10,4,6,2,8,3,9,D
16420,4,8,6,6,7,8,7,3,5,6,7,9,6,10,7,5,L
16421,3,7,5,5,7,8,9,4,4,7,6,7,2,7,8,1,S
16422,3,7,5,5,4,7,7,8,5,7,5,7,3,7,3,8,N
16423,2,4,3,2,2,7,12,3,6,7,11,8,2,11,1,8,T
16424,1,8,2,6,2,9,6,3,5,11,4,9,1,6,1,6,J
16425,3,8,4,6,2,7,9,0,8,14,6,6,0,9,1,7,I
16426,2,5,3,3,2,7,7,5,9,6,6,8,2,8,7,8,Z
16427,5,8,6,6,4,6,7,5,4,9,8,9,2,7,5,9,G
16428,2,4,4,2,2,9,7,4,6,10,4,5,2,8,3,8,D
16429,3,9,4,7,4,6,7,7,8,7,6,11,3,8,6,8,E
16430,5,7,6,5,5,9,9,6,3,7,4,6,5,7,8,8,R
16431,6,10,7,7,5,8,6,8,6,10,6,9,4,8,5,5,O
16432,1,2,2,3,1,7,8,4,1,7,8,10,2,9,3,8,Q
16433,3,6,3,4,2,7,7,6,6,10,7,11,2,9,4,10,G
16434,3,7,3,5,3,5,11,8,2,9,7,5,1,10,3,8,P
16435,7,9,10,7,7,3,7,4,5,10,11,11,10,6,4,7,M
16436,7,14,5,8,4,7,6,4,5,10,6,9,5,7,7,9,B
16437,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,I
16438,2,7,4,5,1,9,8,4,2,6,13,8,3,10,0,8,V
16439,7,12,7,6,5,4,8,1,3,8,9,8,9,10,2,5,W
16440,3,5,4,4,3,7,8,4,6,7,6,8,2,8,7,10,L
16441,2,5,3,4,1,4,3,4,7,2,2,5,0,7,0,6,L
16442,1,3,2,1,1,6,10,3,4,13,7,5,1,9,1,8,F
16443,5,9,6,6,6,7,7,5,5,7,5,8,6,6,6,11,H
16444,3,6,4,4,4,6,9,5,4,8,6,8,2,9,7,12,F
16445,8,10,10,6,5,9,3,3,2,9,3,10,8,1,2,9,M
16446,4,10,6,7,7,7,8,5,5,6,7,9,6,8,8,6,T
16447,4,7,4,5,3,6,7,8,6,7,6,7,2,8,9,10,B
16448,6,10,7,7,4,3,8,5,7,10,9,9,3,9,2,6,U
16449,5,7,8,5,3,7,8,3,5,10,7,7,5,7,1,8,N
16450,4,8,6,6,6,7,8,5,4,7,6,7,7,7,6,11,K
16451,3,7,4,5,2,7,7,8,7,5,6,10,2,7,5,10,G
16452,4,9,4,6,4,3,9,5,10,7,6,14,0,8,6,8,E
16453,3,1,4,1,1,7,9,5,6,7,10,9,3,10,1,8,U
16454,3,6,3,4,2,0,2,4,5,1,1,7,0,8,0,8,L
16455,6,14,5,8,3,7,9,2,6,14,5,6,1,8,5,8,I
16456,4,9,5,7,4,5,8,6,7,8,9,10,3,9,1,8,U
16457,4,8,4,6,3,1,11,4,6,11,10,9,0,8,2,7,F
16458,7,11,10,8,8,8,7,8,6,6,7,9,4,9,5,6,U
16459,1,1,2,1,1,7,7,7,5,6,6,7,1,8,7,9,B
16460,5,7,8,5,7,8,7,2,4,9,6,7,7,5,2,7,M
16461,3,6,4,4,4,7,7,6,6,6,6,5,3,8,3,7,D
16462,1,3,2,1,1,5,10,3,4,10,8,5,0,9,3,7,P
16463,3,9,5,7,4,8,7,3,8,5,6,8,2,8,6,7,X
16464,3,4,5,3,2,6,10,2,5,13,7,5,1,10,2,7,F
16465,2,3,3,2,2,7,7,5,5,7,5,6,2,7,4,8,R
16466,4,11,5,8,3,9,2,1,7,9,2,10,1,6,3,9,L
16467,3,4,5,3,2,10,7,2,8,11,3,7,2,8,3,9,X
16468,2,5,2,3,1,4,3,3,7,2,2,6,0,7,0,6,L
16469,6,10,6,7,4,4,12,1,2,8,10,7,6,12,2,7,V
16470,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,I
16471,4,4,5,3,3,4,11,3,2,9,9,7,6,11,1,7,W
16472,6,11,7,8,5,7,6,9,6,7,5,9,4,8,5,5,O
16473,4,5,5,4,3,5,8,6,8,10,8,9,3,9,3,6,U
16474,4,7,5,5,3,6,10,9,4,6,4,8,2,8,5,10,R
16475,6,11,5,6,2,5,10,3,7,13,7,5,2,8,4,4,T
16476,4,7,6,5,3,7,7,7,6,7,6,8,4,9,4,8,C
16477,4,9,4,6,2,3,7,6,11,7,6,15,0,8,7,7,E
16478,5,5,6,3,4,4,11,3,2,9,9,8,7,11,1,7,W
16479,6,8,6,6,2,4,12,4,4,10,12,7,3,9,1,8,V
16480,6,11,4,6,2,6,8,4,6,10,6,9,2,9,8,9,E
16481,3,7,4,5,3,7,9,2,5,13,6,5,2,10,2,8,F
16482,4,6,5,5,5,5,6,3,5,7,6,11,4,10,6,10,C
16483,2,5,2,4,2,8,8,7,5,8,5,7,2,8,8,8,S
16484,4,8,6,6,5,5,6,4,7,6,6,10,3,8,5,10,K
16485,3,6,4,4,2,7,4,14,5,7,13,8,3,9,0,8,U
16486,5,7,5,5,2,5,12,2,8,12,9,4,1,10,2,4,T
16487,1,3,2,1,1,8,10,1,6,5,10,8,1,11,1,8,Y
16488,3,5,4,4,2,6,10,6,4,9,7,2,1,10,4,6,P
16489,4,6,5,4,2,4,12,3,3,10,11,7,2,10,1,8,V
16490,2,1,3,2,2,6,9,5,5,9,7,4,1,9,4,7,P
16491,7,10,9,8,8,8,7,5,6,10,6,6,3,9,7,10,B
16492,5,10,5,8,3,7,7,15,2,4,6,8,6,8,0,8,N
16493,6,11,7,8,5,5,7,7,9,8,6,13,2,11,5,8,C
16494,3,2,4,4,3,8,7,7,5,7,7,8,2,9,9,8,S
16495,3,5,6,3,3,8,7,2,9,11,5,9,3,7,5,8,E
16496,3,2,4,4,1,7,5,12,5,7,14,7,3,9,0,8,U
16497,1,0,2,1,0,8,7,6,4,7,6,8,2,8,3,8,O
16498,2,3,2,2,1,7,7,7,4,7,6,8,2,8,2,7,O
16499,5,10,7,8,10,9,6,4,4,6,6,7,8,7,7,6,H
16500,5,8,8,6,5,3,7,4,5,11,12,11,6,9,3,7,M
16501,5,5,6,8,4,7,7,12,2,7,9,8,9,6,0,8,M
16502,3,5,4,4,2,5,7,5,5,9,7,10,2,8,4,9,G
16503,5,8,5,6,3,3,10,3,6,12,12,7,1,11,2,5,Y
16504,3,11,5,8,4,3,5,2,8,3,1,9,0,7,1,6,L
16505,3,4,4,3,2,5,10,3,2,9,8,7,6,11,1,6,W
16506,4,4,5,6,5,9,9,5,3,7,7,7,5,10,6,4,Y
16507,1,0,2,1,0,8,6,6,5,6,5,9,1,7,5,10,G
16508,3,6,4,4,4,6,8,7,4,7,5,6,2,8,6,6,B
16509,2,1,3,1,1,7,4,2,0,7,2,8,2,6,2,8,A
16510,3,2,3,3,2,8,7,6,5,7,6,8,2,8,9,8,S
16511,5,9,5,7,2,2,11,5,4,12,12,8,2,10,1,8,V
16512,2,4,3,2,1,8,7,2,9,11,5,9,1,9,5,8,Z
16513,6,10,8,8,5,8,7,2,10,12,5,8,1,7,6,7,Z
16514,7,11,9,8,6,6,9,3,10,12,8,6,1,8,6,6,Z
16515,5,10,8,8,5,11,7,3,6,11,1,6,4,5,4,10,R
16516,5,7,6,6,6,8,9,4,4,7,4,7,6,8,5,5,N
16517,3,8,5,6,1,9,8,4,3,6,14,8,3,9,0,8,V
16518,1,0,2,1,0,5,11,7,1,9,6,4,1,9,3,8,P
16519,6,11,7,9,5,6,7,8,7,6,6,13,3,8,5,7,G
16520,6,10,8,7,5,7,6,2,8,7,6,8,0,9,4,8,I
16521,3,5,4,4,2,7,8,5,4,7,7,7,6,9,2,5,N
16522,3,7,5,5,2,10,5,2,8,10,1,7,3,7,3,10,X
16523,3,6,4,4,2,9,3,2,6,9,2,10,1,5,3,9,L
16524,2,1,4,2,1,6,13,3,2,8,11,8,2,10,1,8,V
16525,9,11,9,8,6,3,8,5,8,11,10,10,3,9,2,6,U
16526,5,5,6,4,3,4,8,5,8,10,9,9,3,9,2,5,U
16527,7,9,7,7,4,4,7,5,7,11,9,14,3,10,4,7,C
16528,4,8,4,6,2,3,6,8,3,7,7,11,4,8,3,10,K
16529,6,9,9,8,8,7,9,4,4,7,4,7,9,7,6,6,N
16530,5,10,6,8,4,5,8,9,9,9,9,12,2,10,4,9,C
16531,4,6,6,4,5,8,7,7,3,8,5,7,4,7,7,10,R
16532,3,11,4,8,1,14,2,8,5,14,2,11,0,6,0,8,J
16533,6,7,5,11,4,7,8,4,2,11,7,7,3,9,11,6,Z
16534,6,9,6,7,4,5,9,0,8,8,9,5,1,11,4,5,Y
16535,3,8,5,6,5,10,7,2,6,9,4,5,3,8,5,7,I
16536,5,11,7,8,7,6,7,7,10,6,4,11,3,8,6,8,E
16537,1,0,2,1,0,5,7,7,1,7,6,11,3,8,2,11,K
16538,7,13,6,7,4,10,6,5,6,11,4,8,5,7,5,9,G
16539,2,4,3,3,2,7,7,7,4,9,6,8,2,8,3,8,O
16540,5,5,6,7,2,5,7,6,11,7,6,14,1,8,4,9,C
16541,4,11,5,8,4,6,11,1,8,8,11,8,1,11,1,7,T
16542,3,2,4,3,2,7,12,2,7,7,11,8,1,11,1,7,T
16543,9,14,6,8,3,10,4,5,5,13,3,8,3,7,5,10,I
16544,4,9,4,7,4,2,7,5,8,7,6,14,0,8,6,9,E
16545,4,4,4,6,1,7,7,4,4,7,6,8,3,8,4,8,X
16546,1,7,0,5,1,7,7,5,3,7,6,8,0,8,0,8,I
16547,5,10,7,8,6,7,7,7,6,5,10,10,5,6,9,7,T
16548,4,2,6,4,2,7,13,3,4,8,12,8,3,10,2,8,V
16549,3,6,4,4,3,6,11,4,5,10,8,5,3,12,2,5,T
16550,1,4,2,3,1,6,4,2,7,7,2,9,0,7,2,8,L
16551,5,10,6,7,3,7,6,15,1,7,8,8,3,8,0,8,H
16552,4,10,5,7,3,5,7,10,9,6,6,5,3,8,4,8,D
16553,4,8,7,7,8,7,8,3,4,7,4,8,6,8,5,6,R
16554,7,13,6,7,3,8,3,3,5,11,4,13,2,7,6,8,L
16555,5,11,7,8,2,8,8,5,3,6,14,8,3,9,0,8,V
16556,2,4,3,3,2,6,7,5,5,9,7,10,2,8,4,9,G
16557,3,5,6,4,3,8,10,3,4,12,4,3,1,10,3,8,P
16558,5,11,5,8,3,0,1,5,6,0,0,7,0,8,0,8,L
16559,5,7,4,10,4,9,5,5,5,11,5,7,3,9,8,10,Z
16560,3,9,4,7,2,5,7,7,10,7,6,13,1,9,4,9,C
16561,2,1,3,2,1,6,8,7,8,8,8,13,1,9,4,10,C
16562,5,11,7,9,4,8,7,2,10,11,5,9,2,8,6,8,Z
16563,4,6,4,4,1,8,5,12,5,7,15,8,3,9,0,8,U
16564,5,11,7,8,11,8,8,5,5,7,6,6,7,8,8,6,D
16565,5,11,7,8,7,8,5,7,4,8,6,8,6,8,7,4,A
16566,4,6,5,4,3,7,8,6,6,7,7,6,6,9,2,6,N
16567,2,3,3,2,1,8,7,2,7,10,5,8,1,8,4,8,S
16568,3,6,4,4,3,6,7,5,5,6,5,7,3,7,5,9,R
16569,3,3,5,2,2,7,8,3,6,10,6,7,3,8,3,8,H
16570,6,10,10,8,9,8,8,1,6,10,6,5,5,10,4,6,F
16571,3,6,5,4,3,7,7,7,8,6,5,4,3,8,3,7,D
